#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ATM	PRKDC	9606.ENSP00000278616	9606.ENSP00000313420	0	0	0	0.548	0.158	0.413	0.900	0.489	0.971
ATM	LIG4	9606.ENSP00000278616	9606.ENSP00000484288	0	0	0	0	0.042	0.142	0.900	0.867	0.987
ATM	RAD50	9606.ENSP00000278616	9606.ENSP00000368100	0	0	0	0	0.105	0.730	0.900	0.635	0.990
ATM	BLM	9606.ENSP00000278616	9606.ENSP00000347232	0	0	0	0	0.108	0.726	0.800	0.846	0.991
ATM	BRCA2	9606.ENSP00000278616	9606.ENSP00000369497	0	0	0	0	0.048	0.313	0.800	0.971	0.995
ATM	RAD51	9606.ENSP00000278616	9606.ENSP00000493712	0	0	0	0	0	0.485	0.800	0.958	0.995
ATM	CHEK1	9606.ENSP00000278616	9606.ENSP00000391090	0	0	0	0	0.050	0.449	0.900	0.974	0.998
ATM	BRCA1	9606.ENSP00000278616	9606.ENSP00000418960	0	0	0	0	0.042	0.847	0.900	0.999	0.999
ATM	CHEK2	9606.ENSP00000278616	9606.ENSP00000372023	0	0	0	0	0.044	0.836	0.500	0.999	0.999
ATM	MRE11	9606.ENSP00000278616	9606.ENSP00000325863	0	0	0	0	0.236	0.907	0.900	0.941	0.999
ATM	ATR	9606.ENSP00000278616	9606.ENSP00000343741	0	0	0	0.564	0.213	0.974	0.900	0.745	0.999
ATR	MSH2	9606.ENSP00000343741	9606.ENSP00000233146	0	0	0	0	0.292	0.775	0	0.481	0.910
ATR	NBN	9606.ENSP00000343741	9606.ENSP00000265433	0	0	0	0	0.095	0.724	0.500	0.749	0.964
ATR	TP53	9606.ENSP00000343741	9606.ENSP00000269305	0	0	0	0	0	0.838	0.900	0.781	0.996
ATR	WRN	9606.ENSP00000343741	9606.ENSP00000298139	0	0	0	0	0.227	0.796	0.500	0.623	0.966
ATR	MRE11	9606.ENSP00000343741	9606.ENSP00000325863	0	0	0	0	0.131	0.830	0.500	0.626	0.968
ATR	RAD50	9606.ENSP00000343741	9606.ENSP00000368100	0	0	0	0	0.171	0.508	0.500	0.590	0.905
ATR	RAD51	9606.ENSP00000343741	9606.ENSP00000493712	0	0	0	0	0.056	0.473	0.500	0.796	0.942
ATR	FANCA	9606.ENSP00000343741	9606.ENSP00000373952	0	0	0	0	0.068	0.292	0.900	0.376	0.953
ATR	BLM	9606.ENSP00000343741	9606.ENSP00000347232	0	0	0	0	0.141	0.826	0.500	0.558	0.962
ATR	BRCA1	9606.ENSP00000343741	9606.ENSP00000418960	0	0	0	0	0.106	0.838	0.900	0.812	0.996
ATR	CHEK2	9606.ENSP00000343741	9606.ENSP00000372023	0	0	0	0	0.049	0.970	0	0.955	0.998
ATR	CHEK1	9606.ENSP00000343741	9606.ENSP00000391090	0	0	0	0	0.059	0.974	0.900	0.947	0.999
AURKA	MYC	9606.ENSP00000216911	9606.ENSP00000478887	0	0	0	0	0.099	0.175	0	0.893	0.914
AURKA	AURKB	9606.ENSP00000216911	9606.ENSP00000313950	0	0	0.061	0.958	0.573	0.421	0.540	0.387	0.922
AURKA	BUB1B	9606.ENSP00000216911	9606.ENSP00000287598	0	0	0	0	0.723	0.089	0	0.722	0.924
AURKA	BRCA1	9606.ENSP00000216911	9606.ENSP00000418960	0	0	0	0	0.298	0.292	0	0.892	0.942
AURKA	HDAC6	9606.ENSP00000216911	9606.ENSP00000365804	0	0	0	0	0	0.510	0	0.891	0.944
AURKA	FN1	9606.ENSP00000216911	9606.ENSP00000346839	0	0	0	0	0.056	0.900	0	0.467	0.945
AURKA	CDK1	9606.ENSP00000216911	9606.ENSP00000378699	0	0	0.125	0.747	0.777	0.525	0	0.537	0.951
AURKA	TOP2A	9606.ENSP00000216911	9606.ENSP00000411532	0	0	0	0	0.826	0.071	0	0.791	0.963
AURKA	CCNB1	9606.ENSP00000216911	9606.ENSP00000256442	0	0	0	0	0.863	0.094	0	0.845	0.979
AURKA	PLK1	9606.ENSP00000216911	9606.ENSP00000300093	0	0	0	0.741	0.902	0.690	0.500	0.840	0.997
AURKA	TP53	9606.ENSP00000216911	9606.ENSP00000269305	0	0	0	0	0.116	0.810	0.750	0.978	0.998
AURKB	CCNB1	9606.ENSP00000313950	9606.ENSP00000256442	0	0	0	0	0.587	0.094	0.400	0.851	0.962
AURKB	TP53	9606.ENSP00000313950	9606.ENSP00000269305	0	0	0	0	0.129	0.510	0.500	0.621	0.908
AURKB	BUB1B	9606.ENSP00000313950	9606.ENSP00000287598	0	0	0	0	0.637	0.327	0.500	0.992	0.999
AURKB	PLK1	9606.ENSP00000313950	9606.ENSP00000300093	0	0	0	0.744	0.789	0.212	0.500	0.351	0.939
AURKB	TOP2A	9606.ENSP00000313950	9606.ENSP00000411532	0	0	0	0	0.831	0.314	0	0.761	0.970
AURKB	CDK1	9606.ENSP00000313950	9606.ENSP00000378699	0	0	0.138	0.719	0.950	0.331	0.400	0.856	0.997
AXIN1	TP53	9606.ENSP00000262320	9606.ENSP00000269305	0	0	0	0	0.049	0.639	0	0.746	0.905
AXIN1	TCF7L2	9606.ENSP00000262320	9606.ENSP00000486891	0	0	0	0	0.051	0.106	0.650	0.739	0.912
AXIN1	MAP3K1	9606.ENSP00000262320	9606.ENSP00000382423	0	0	0	0	0.049	0.788	0	0.720	0.938
AXIN1	LEF1	9606.ENSP00000262320	9606.ENSP00000265165	0	0	0	0	0.051	0.106	0.650	0.880	0.959
AXIN1	WNT3A	9606.ENSP00000262320	9606.ENSP00000284523	0	0	0	0	0.053	0.092	0.500	0.927	0.964
AXIN1	STK11	9606.ENSP00000262320	9606.ENSP00000324856	0	0	0	0	0.307	0.079	0	0.990	0.993
AXIN1	CTNNB1	9606.ENSP00000262320	9606.ENSP00000495360	0	0	0	0	0.057	0.982	0.900	0.999	0.999
AXIN1	AXIN2	9606.ENSP00000262320	9606.ENSP00000302625	0	0	0	0.884	0	0.503	0.900	0.984	0.999
AXIN1	GSK3B	9606.ENSP00000262320	9606.ENSP00000324806	0	0	0	0	0.093	0.996	0.900	0.999	0.999
AXIN2	LEF1	9606.ENSP00000302625	9606.ENSP00000265165	0	0	0	0	0.159	0.106	0.650	0.879	0.964
AXIN2	TCF7L2	9606.ENSP00000302625	9606.ENSP00000486891	0	0	0	0	0.051	0.339	0.650	0.648	0.912
AXIN2	GSK3B	9606.ENSP00000302625	9606.ENSP00000324806	0	0	0	0	0.060	0.921	0.900	0.996	0.999
AXIN2	CTNNB1	9606.ENSP00000302625	9606.ENSP00000495360	0	0	0	0	0.057	0.869	0.900	0.993	0.999
AXL	PLCG1	9606.ENSP00000301178	9606.ENSP00000244007	0	0	0	0	0	0.292	0.900	0.188	0.937
AXL	JAK1	9606.ENSP00000301178	9606.ENSP00000499900	0	0	0	0.575	0	0.051	0.900	0.172	0.914
AXL	JAK2	9606.ENSP00000301178	9606.ENSP00000371067	0	0	0	0.583	0	0.051	0.900	0.178	0.915
AXL	GRB2	9606.ENSP00000301178	9606.ENSP00000376345	0	0	0	0	0.055	0.585	0	0.838	0.931
AXL	SRC	9606.ENSP00000301178	9606.ENSP00000362680	0	0	0	0.691	0.049	0.485	0.900	0.694	0.983
BARD1	MSH6	9606.ENSP00000260947	9606.ENSP00000234420	0	0	0	0	0.148	0.526	0	0.829	0.925
BARD1	BRIP1	9606.ENSP00000260947	9606.ENSP00000259008	0	0	0	0	0.112	0.994	0.540	0.753	0.999
BARD1	CHEK2	9606.ENSP00000260947	9606.ENSP00000372023	0	0	0	0	0.128	0.072	0.500	0.863	0.937
BARD1	TP53	9606.ENSP00000260947	9606.ENSP00000269305	0	0	0	0	0	0.745	0.500	0.875	0.982
BARD1	RAD50	9606.ENSP00000260947	9606.ENSP00000368100	0	0	0	0	0.050	0.994	0.540	0.323	0.997
BARD1	NBN	9606.ENSP00000260947	9606.ENSP00000265433	0	0	0	0	0.058	0.994	0.540	0.599	0.998
BARD1	RAD51	9606.ENSP00000260947	9606.ENSP00000493712	0	0	0	0	0.198	0.758	0.720	0.993	0.999
BARD1	BRCA2	9606.ENSP00000260947	9606.ENSP00000369497	0	0	0	0	0.188	0.793	0.720	0.995	0.999
BARD1	MRE11	9606.ENSP00000260947	9606.ENSP00000325863	0	0	0	0	0.127	0.994	0.540	0.753	0.999
BARD1	BRCA1	9606.ENSP00000260947	9606.ENSP00000418960	0	0	0	0.552	0.201	0.999	0.900	0.993	0.999
BAX	SIRT1	9606.ENSP00000293288	9606.ENSP00000212015	0	0	0	0	0.058	0	0.900	0.438	0.942
BAX	TP53	9606.ENSP00000293288	9606.ENSP00000269305	0	0	0	0	0.080	0.782	0.900	0.774	0.994
BAX	PRKACA	9606.ENSP00000293288	9606.ENSP00000309591	0	0	0	0	0.055	0	0.900	0.268	0.924
BAX	CYCS	9606.ENSP00000293288	9606.ENSP00000307786	0	0	0	0	0.055	0.287	0.900	0.910	0.993
BAX	BCL2	9606.ENSP00000293288	9606.ENSP00000381185	0	0	0	0.641	0	0.991	0.900	0.972	0.999
BAX	BCL2L1	9606.ENSP00000293288	9606.ENSP00000365230	0	0	0	0.639	0.082	0.999	0.900	0.882	0.999
BAX	MCL1	9606.ENSP00000293288	9606.ENSP00000358022	0	0	0	0.618	0.049	0.987	0.900	0.915	0.999
BCL2	MAPK1	9606.ENSP00000381185	9606.ENSP00000215832	0	0	0	0	0.086	0.292	0.900	0.586	0.969
BCL2	CCND1	9606.ENSP00000381185	9606.ENSP00000227507	0	0	0	0	0.052	0	0	0.957	0.958
BCL2	CTSD	9606.ENSP00000381185	9606.ENSP00000236671	0	0	0	0	0	0	0.900	0.514	0.949
BCL2	MDM2	9606.ENSP00000381185	9606.ENSP00000258149	0	0	0	0	0.056	0	0	0.953	0.953
BCL2	MAPK3	9606.ENSP00000381185	9606.ENSP00000263025	0	0	0	0	0.067	0	0.900	0.852	0.985
BCL2	STAT3	9606.ENSP00000381185	9606.ENSP00000264657	0	0	0	0	0	0.056	0.750	0.840	0.959
BCL2	TP53	9606.ENSP00000381185	9606.ENSP00000269305	0	0	0	0	0.103	0.869	0.900	0.999	0.999
BCL2	SOD1	9606.ENSP00000381185	9606.ENSP00000270142	0	0	0	0	0	0.329	0.900	0.976	0.998
BCL2	CYCS	9606.ENSP00000381185	9606.ENSP00000307786	0	0	0	0	0	0	0.900	0.972	0.997
BCL2	CASP3	9606.ENSP00000381185	9606.ENSP00000311032	0	0	0	0	0.098	0.354	0	0.980	0.987
BCL2	CASP9	9606.ENSP00000381185	9606.ENSP00000330237	0	0	0	0	0.091	0.125	0	0.938	0.946
BCL2	HSP90AA1	9606.ENSP00000381185	9606.ENSP00000335153	0	0	0	0	0.060	0.510	0	0.859	0.929
BCL2	CTSB	9606.ENSP00000381185	9606.ENSP00000345672	0	0	0	0	0.055	0	0.900	0.490	0.947
BCL2	CASP8	9606.ENSP00000381185	9606.ENSP00000351273	0	0	0	0	0.086	0.648	0	0.954	0.984
BCL2	PARP1	9606.ENSP00000381185	9606.ENSP00000355759	0	0	0	0	0.112	0.292	0	0.879	0.917
BCL2	XIAP	9606.ENSP00000381185	9606.ENSP00000360242	0	0	0	0	0.048	0.299	0	0.933	0.951
BCL2	JUN	9606.ENSP00000381185	9606.ENSP00000360266	0	0	0	0	0.047	0	0	0.927	0.927
BCL2	BCL2L1	9606.ENSP00000381185	9606.ENSP00000365230	0	0	0	0.894	0	0.863	0.900	0.984	0.999
BCL2	KEAP1	9606.ENSP00000381185	9606.ENSP00000377245	0	0	0	0	0	0.292	0	0.892	0.920
BCL2	CDK1	9606.ENSP00000381185	9606.ENSP00000378699	0	0	0	0	0.047	0.626	0	0.795	0.920
BCL2	MAPK8	9606.ENSP00000381185	9606.ENSP00000378974	0	0	0	0	0.094	0.287	0.900	0.713	0.979
BCL2	CREB1	9606.ENSP00000381185	9606.ENSP00000387699	0	0	0	0	0.061	0	0.750	0.708	0.925
BCL2	HRAS	9606.ENSP00000381185	9606.ENSP00000407586	0	0	0	0	0	0.045	0	0.938	0.938
BCL2	HIF1A	9606.ENSP00000381185	9606.ENSP00000437955	0	0	0	0	0	0.510	0	0.895	0.946
BCL2	MYC	9606.ENSP00000381185	9606.ENSP00000478887	0	0	0	0	0.065	0.300	0	0.937	0.955
BCL2	MAPK9	9606.ENSP00000381185	9606.ENSP00000394560	0	0	0	0	0.093	0.042	0.900	0.569	0.957
BCL2L1	CTSD	9606.ENSP00000365230	9606.ENSP00000236671	0	0	0	0	0.074	0	0.900	0.344	0.934
BCL2L1	KRAS	9606.ENSP00000365230	9606.ENSP00000256078	0	0	0	0	0.047	0.165	0.900	0.807	0.982
BCL2L1	STAT3	9606.ENSP00000365230	9606.ENSP00000264657	0	0	0	0	0.055	0.095	0.750	0.790	0.949
BCL2L1	TP53	9606.ENSP00000365230	9606.ENSP00000269305	0	0	0	0	0.074	0.986	0	0.998	0.999
BCL2L1	CYCS	9606.ENSP00000365230	9606.ENSP00000307786	0	0	0	0	0.054	0.678	0.900	0.955	0.998
BCL2L1	CASP3	9606.ENSP00000365230	9606.ENSP00000311032	0	0	0	0	0.044	0.209	0	0.940	0.950
BCL2L1	CASP9	9606.ENSP00000365230	9606.ENSP00000330237	0	0	0	0	0.082	0.822	0	0.959	0.992
BCL2L1	CTSB	9606.ENSP00000365230	9606.ENSP00000345672	0	0	0	0	0.075	0	0.900	0.388	0.938
BCL2L1	CASP8	9606.ENSP00000365230	9606.ENSP00000351273	0	0	0	0	0.042	0.510	0	0.869	0.933
BCL2L1	MCL1	9606.ENSP00000365230	9606.ENSP00000358022	0	0	0	0.620	0.049	0.362	0.900	0.845	0.989
BCL2L1	XIAP	9606.ENSP00000365230	9606.ENSP00000360242	0	0	0	0	0.082	0.051	0	0.936	0.939
BCL2L1	MAPK9	9606.ENSP00000365230	9606.ENSP00000394560	0	0	0	0	0.083	0.292	0.900	0.406	0.956
BCL2L1	MAPK8	9606.ENSP00000365230	9606.ENSP00000378974	0	0	0	0	0.057	0.678	0.900	0.593	0.986
BDNF	MAPK3	9606.ENSP00000414303	9606.ENSP00000263025	0	0	0	0	0	0	0.750	0.779	0.942
BDNF	NTRK2	9606.ENSP00000414303	9606.ENSP00000277120	0	0	0	0	0.060	0.691	0.900	0.999	0.999
BDNF	NTRK3	9606.ENSP00000414303	9606.ENSP00000354207	0	0	0	0	0.065	0.065	0	0.999	0.999
BDNF	COMT	9606.ENSP00000414303	9606.ENSP00000354511	0	0	0	0	0	0	0	0.919	0.919
BDNF	CREB1	9606.ENSP00000414303	9606.ENSP00000387699	0	0	0	0	0	0	0	0.956	0.956
BDNF	IGF1R	9606.ENSP00000414303	9606.ENSP00000497069	0	0	0	0	0	0.044	0.650	0.745	0.907
BDNF	NTRK1	9606.ENSP00000414303	9606.ENSP00000431418	0	0	0	0	0.060	0.065	0.650	0.999	0.999
BLM	MLH1	9606.ENSP00000347232	9606.ENSP00000231790	0.045	0	0	0	0.135	0.996	0.500	0.807	0.999
BLM	MSH2	9606.ENSP00000347232	9606.ENSP00000233146	0.047	0	0	0	0.291	0.638	0	0.664	0.907
BLM	MSH6	9606.ENSP00000347232	9606.ENSP00000234420	0.047	0	0	0	0.228	0.716	0	0.883	0.972
BLM	BRIP1	9606.ENSP00000347232	9606.ENSP00000259008	0.047	0	0	0	0.234	0.510	0.500	0.763	0.950
BLM	NBN	9606.ENSP00000347232	9606.ENSP00000265433	0	0	0	0	0.060	0.522	0.500	0.708	0.925
BLM	TP53	9606.ENSP00000347232	9606.ENSP00000269305	0	0	0	0	0.059	0.844	0.400	0.324	0.932
BLM	MRE11	9606.ENSP00000347232	9606.ENSP00000325863	0.054	0	0	0	0.227	0.853	0.500	0.517	0.969
BLM	RAD50	9606.ENSP00000347232	9606.ENSP00000368100	0.052	0	0	0	0.103	0.724	0.500	0.423	0.920
BLM	CHEK1	9606.ENSP00000347232	9606.ENSP00000391090	0	0	0	0	0.440	0.540	0.500	0.538	0.932
BLM	BRCA2	9606.ENSP00000347232	9606.ENSP00000369497	0	0	0	0	0.342	0	0.800	0.551	0.935
BLM	BRCA1	9606.ENSP00000347232	9606.ENSP00000418960	0	0	0	0	0.437	0.691	0.500	0.742	0.974
BLM	RAD51	9606.ENSP00000347232	9606.ENSP00000493712	0.042	0	0	0	0.437	0.970	0.500	0.891	0.998
BLM	FANCA	9606.ENSP00000347232	9606.ENSP00000373952	0	0	0	0	0.344	0.994	0	0.835	0.999
BMP4	SMAD4	9606.ENSP00000245451	9606.ENSP00000341551	0	0	0	0	0	0.313	0	0.907	0.933
BMP4	BMP7	9606.ENSP00000245451	9606.ENSP00000379204	0	0	0	0.777	0.087	0.268	0.400	0.952	0.978
BMP4	BMPR1A	9606.ENSP00000245451	9606.ENSP00000361107	0	0	0	0	0.058	0.902	0.900	0.998	0.999
BMP7	BMPR1A	9606.ENSP00000379204	9606.ENSP00000361107	0	0	0	0	0	0.574	0.900	0.996	0.999
BMPR1A	SMAD2	9606.ENSP00000361107	9606.ENSP00000262160	0	0	0	0	0.084	0.126	0.900	0.624	0.965
BMPR1A	SMAD3	9606.ENSP00000361107	9606.ENSP00000332973	0	0	0	0	0.061	0.126	0.900	0.539	0.957
BMPR1A	SMAD4	9606.ENSP00000361107	9606.ENSP00000341551	0	0	0	0	0.069	0.091	0.500	0.912	0.957
BRAF	MAPK1	9606.ENSP00000419060	9606.ENSP00000215832	0	0	0	0.586	0.094	0.647	0.700	0.539	0.949
BRAF	KRAS	9606.ENSP00000419060	9606.ENSP00000256078	0	0	0	0	0.081	0.870	0.900	0.973	0.999
BRAF	RRAS2	9606.ENSP00000419060	9606.ENSP00000256196	0	0	0	0	0.074	0.284	0.900	0.358	0.951
BRAF	MAP2K2	9606.ENSP00000419060	9606.ENSP00000262948	0	0	0	0.575	0.102	0.904	0.900	0.835	0.998
BRAF	MAPK3	9606.ENSP00000419060	9606.ENSP00000263025	0	0	0	0.579	0.087	0.653	0.700	0.632	0.960
BRAF	PIK3CA	9606.ENSP00000419060	9606.ENSP00000263967	0	0	0	0	0.128	0.190	0	0.931	0.947
BRAF	MAP2K1	9606.ENSP00000419060	9606.ENSP00000302486	0	0	0	0.580	0.119	0.996	0.900	0.983	0.999
BRAF	PRKACA	9606.ENSP00000419060	9606.ENSP00000309591	0	0	0	0.596	0.054	0.088	0.900	0.204	0.922
BRAF	GSK3B	9606.ENSP00000419060	9606.ENSP00000324806	0	0	0	0.577	0.049	0	0.900	0.283	0.925
BRAF	HSP90AA1	9606.ENSP00000419060	9606.ENSP00000335153	0	0	0	0	0	0.784	0	0.933	0.984
BRAF	NF1	9606.ENSP00000419060	9606.ENSP00000351015	0	0	0	0	0.067	0.092	0	0.895	0.903
BRAF	NRAS	9606.ENSP00000419060	9606.ENSP00000358548	0	0	0	0	0.087	0.871	0.900	0.972	0.999
BRAF	PTEN	9606.ENSP00000419060	9606.ENSP00000361021	0	0	0	0	0.094	0.206	0	0.927	0.943
BRAF	SOS1	9606.ENSP00000419060	9606.ENSP00000384675	0	0	0	0	0.158	0.084	0	0.881	0.900
BRAF	RAF1	9606.ENSP00000419060	9606.ENSP00000401888	0	0	0.066	0.945	0	0.927	0.900	0.983	0.999
BRAF	HRAS	9606.ENSP00000419060	9606.ENSP00000407586	0	0	0	0	0.074	0.921	0.900	0.952	0.999
BRAF	PRKCA	9606.ENSP00000419060	9606.ENSP00000408695	0	0	0	0.574	0	0.298	0.900	0.181	0.937
BRCA1	CCND1	9606.ENSP00000418960	9606.ENSP00000227507	0	0	0	0	0	0.510	0	0.848	0.922
BRCA1	MLH1	9606.ENSP00000418960	9606.ENSP00000231790	0	0	0	0	0.087	0.835	0.540	0.930	0.994
BRCA1	MSH2	9606.ENSP00000418960	9606.ENSP00000233146	0	0	0	0	0.227	0.725	0.540	0.946	0.994
BRCA1	MSH6	9606.ENSP00000418960	9606.ENSP00000234420	0	0	0	0	0.236	0.611	0.540	0.977	0.996
BRCA1	CCNB1	9606.ENSP00000418960	9606.ENSP00000256442	0	0	0	0	0.315	0.510	0	0.770	0.916
BRCA1	CDK4	9606.ENSP00000418960	9606.ENSP00000257904	0	0	0	0	0.127	0.625	0.800	0.633	0.972
BRCA1	BRIP1	9606.ENSP00000418960	9606.ENSP00000259008	0	0	0	0	0.380	0.999	0.900	0.997	0.999
BRCA1	CREBBP	9606.ENSP00000418960	9606.ENSP00000262367	0	0	0	0	0.061	0.833	0	0.814	0.968
BRCA1	EP300	9606.ENSP00000418960	9606.ENSP00000263253	0	0	0	0	0.068	0.820	0	0.928	0.986
BRCA1	NBN	9606.ENSP00000418960	9606.ENSP00000265433	0	0	0	0	0.068	0.868	0.540	0.902	0.993
BRCA1	PMS2	9606.ENSP00000418960	9606.ENSP00000265849	0	0	0	0	0.085	0.238	0.540	0.864	0.950
BRCA1	CDK2	9606.ENSP00000418960	9606.ENSP00000266970	0	0	0	0	0.194	0.735	0.500	0.872	0.984
BRCA1	TP53	9606.ENSP00000418960	9606.ENSP00000269305	0	0	0	0	0.067	0.895	0.500	0.999	0.999
BRCA1	ERBB2	9606.ENSP00000418960	9606.ENSP00000269571	0	0	0	0	0	0	0	0.918	0.918
BRCA1	BUB1B	9606.ENSP00000418960	9606.ENSP00000287598	0	0	0	0	0.408	0	0.720	0.473	0.905
BRCA1	FANCC	9606.ENSP00000418960	9606.ENSP00000289081	0	0	0	0	0.152	0.439	0	0.858	0.926
BRCA1	WRN	9606.ENSP00000418960	9606.ENSP00000298139	0	0	0	0	0.079	0.702	0.500	0.891	0.983
BRCA1	PLK1	9606.ENSP00000418960	9606.ENSP00000300093	0	0	0	0	0.235	0.781	0	0.783	0.960
BRCA1	CDC25A	9606.ENSP00000418960	9606.ENSP00000303706	0	0	0	0	0.236	0	0	0.911	0.929
BRCA1	PRKDC	9606.ENSP00000418960	9606.ENSP00000313420	0	0	0	0	0.210	0.292	0.540	0.846	0.955
BRCA1	EZH2	9606.ENSP00000418960	9606.ENSP00000320147	0	0	0	0	0.227	0.516	0	0.818	0.926
BRCA1	POLE	9606.ENSP00000418960	9606.ENSP00000322570	0	0	0	0	0.370	0.439	0.400	0.662	0.919
BRCA1	PGR	9606.ENSP00000418960	9606.ENSP00000325120	0	0	0	0	0	0.512	0	0.928	0.963
BRCA1	MRE11	9606.ENSP00000418960	9606.ENSP00000325863	0	0	0	0	0.174	0.994	0.540	0.973	0.999
BRCA1	SMARCA4	9606.ENSP00000418960	9606.ENSP00000343896	0	0	0	0	0.056	0.628	0	0.957	0.983
BRCA1	UBE2I	9606.ENSP00000418960	9606.ENSP00000348056	0	0	0	0	0	0.563	0.500	0.595	0.904
BRCA1	STAT1	9606.ENSP00000418960	9606.ENSP00000354394	0	0	0	0	0.043	0.292	0	0.943	0.958
BRCA1	PARP1	9606.ENSP00000418960	9606.ENSP00000355759	0	0	0	0	0.085	0.596	0	0.935	0.974
BRCA1	HDAC1	9606.ENSP00000418960	9606.ENSP00000362649	0	0	0	0	0.055	0.510	0	0.917	0.958
BRCA1	RAD50	9606.ENSP00000418960	9606.ENSP00000368100	0	0	0	0	0.072	0.994	0.540	0.762	0.999
BRCA1	BRCA2	9606.ENSP00000418960	9606.ENSP00000369497	0	0	0	0	0.383	0.896	0.900	0.999	0.999
BRCA1	CHEK2	9606.ENSP00000418960	9606.ENSP00000372023	0	0	0	0	0.218	0.842	0.500	0.997	0.999
BRCA1	FANCA	9606.ENSP00000418960	9606.ENSP00000373952	0	0	0	0	0.328	0.702	0	0.977	0.995
BRCA1	CHEK1	9606.ENSP00000418960	9606.ENSP00000391090	0	0	0	0	0.389	0.676	0.500	0.965	0.996
BRCA1	ESR1	9606.ENSP00000418960	9606.ENSP00000405330	0	0	0	0	0	0.904	0	0.995	0.999
BRCA1	HDAC2	9606.ENSP00000418960	9606.ENSP00000430432	0	0	0	0	0.064	0.610	0	0.883	0.953
BRCA1	MYC	9606.ENSP00000418960	9606.ENSP00000478887	0	0	0	0	0.049	0.825	0	0.995	0.999
BRCA1	RAD51	9606.ENSP00000418960	9606.ENSP00000493712	0	0	0	0	0.501	0.923	0.800	0.999	0.999
BRCA2	MLH1	9606.ENSP00000369497	9606.ENSP00000231790	0	0	0	0	0.044	0	0.540	0.905	0.954
BRCA2	MSH2	9606.ENSP00000369497	9606.ENSP00000233146	0	0	0	0	0.160	0	0.540	0.925	0.968
BRCA2	MSH6	9606.ENSP00000369497	9606.ENSP00000234420	0	0	0	0	0.142	0	0.540	0.924	0.967
BRCA2	CDK4	9606.ENSP00000369497	9606.ENSP00000257904	0	0	0	0	0.059	0.046	0.800	0.720	0.943
BRCA2	BRIP1	9606.ENSP00000369497	9606.ENSP00000259008	0	0	0	0	0.435	0.292	0.900	0.975	0.998
BRCA2	NBN	9606.ENSP00000369497	9606.ENSP00000265433	0	0	0	0	0.116	0	0.500	0.795	0.901
BRCA2	PMS2	9606.ENSP00000369497	9606.ENSP00000265849	0	0	0	0	0.049	0.142	0.540	0.875	0.947
BRCA2	CDK2	9606.ENSP00000369497	9606.ENSP00000266970	0	0	0	0	0.088	0.630	0.500	0.718	0.946
BRCA2	TP53	9606.ENSP00000369497	9606.ENSP00000269305	0	0	0	0	0.066	0.828	0	0.974	0.995
BRCA2	BUB1B	9606.ENSP00000369497	9606.ENSP00000287598	0	0	0	0	0.274	0.625	0.720	0.467	0.953
BRCA2	FANCC	9606.ENSP00000369497	9606.ENSP00000289081	0	0	0	0	0.063	0	0	0.917	0.919
BRCA2	PLK1	9606.ENSP00000369497	9606.ENSP00000300093	0	0	0	0	0.180	0.982	0	0.745	0.996
BRCA2	MRE11	9606.ENSP00000369497	9606.ENSP00000325863	0	0	0	0	0.126	0	0.500	0.932	0.967
BRCA2	PARP1	9606.ENSP00000369497	9606.ENSP00000355759	0	0	0	0	0.060	0.621	0.400	0.942	0.985
BRCA2	CHEK1	9606.ENSP00000369497	9606.ENSP00000391090	0	0	0	0	0.195	0.292	0.750	0.774	0.963
BRCA2	FANCA	9606.ENSP00000369497	9606.ENSP00000373952	0	0	0	0	0.186	0	0	0.962	0.968
BRCA2	CHEK2	9606.ENSP00000369497	9606.ENSP00000372023	0	0	0	0	0.100	0.532	0	0.968	0.985
BRCA2	RAD51	9606.ENSP00000369497	9606.ENSP00000493712	0	0	0	0	0.280	0.996	0.900	0.999	0.999
BRIP1	MLH1	9606.ENSP00000259008	9606.ENSP00000231790	0	0	0	0	0.088	0.994	0.900	0.950	0.999
BRIP1	FANCA	9606.ENSP00000259008	9606.ENSP00000373952	0	0	0	0	0.190	0	0	0.890	0.907
BRIP1	FANCC	9606.ENSP00000259008	9606.ENSP00000289081	0	0	0	0	0.109	0	0	0.906	0.913
BRIP1	WRN	9606.ENSP00000259008	9606.ENSP00000298139	0.047	0	0	0	0.108	0	0.500	0.825	0.915
BRIP1	CHEK1	9606.ENSP00000259008	9606.ENSP00000391090	0	0	0	0	0.279	0.068	0.800	0.566	0.933
BRIP1	RAD51	9606.ENSP00000259008	9606.ENSP00000493712	0.057	0	0	0	0.276	0	0.500	0.875	0.951
